Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class
671E,Organizing a Race,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,21,0.739,Hard,
671D,Roads in Yusland,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms,data structures|dp|greedy,181,0.739,Hard,
671C,Ultimate Weirdness of an Array,Heaps binary search trees segment trees hash tables etc|Number theory: Euler function GCD divisibility etc,data structures|number theory,290,0.739,Hard,
671B,Robin Hood,Binary search|Greedy algorithms,binary search|greedy,1565,0.582,Medium,
671A,Recycling Bottles,Dynamic programming|Greedy algorithms,dp|greedy,2520,0.706,Medium,
670F,Restore a Number,Constructive algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,constructive algorithms|strings,556,0.433,Medium,
670E,Correct Bracket Sequence Editor,Heaps binary search trees segment trees hash tables etc|Disjoint set union,data structures|dsu,1720,0.739,Hard,
670D2,Magic Powder - 2,Binary search,binary search,2764,0.582,Medium,
670D1,Magic Powder - 1,Binary search|Brute force,binary search|brute force,3356,0.582,Medium,
670C,Cinema,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3643,0.275,Easy,
670B,Game of Robots,Implementation problems programming technics simulation,implementation,5026,0.0,Easy,
670A,Holidays,Brute force|Constructive algorithms,brute force|constructive algorithms,6053,0.433,Medium,
669A,Little Artem and Presents,Mathematics including integration differential equations etc,math,4403,0.366,Easy,
667B,Coat of Anticubism,Constructive algorithms|Geometry computational geometry,constructive algorithms|geometry,3299,0.781,Hard,
667A,Pouring Rain,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,3695,0.781,Hard,
666E,Forensic Examination,Heaps binary search trees segment trees hash tables etc|Suffix arrays suffix trees suffix automatas etc,data structures|string suffix structures,62,0.825,Hard,
666D,Chain Reaction,Brute force,brute force,74,0.298,Easy,
666C,Codeword,Combinatorics,combinatorics,320,0.687,Medium,
666B,World Tour,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,985,0.732,Hard,
666A,Reberland Linguistics,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,2010,0.706,Medium,
665F,Four Divisors,Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dp|math|number theory,86,0.706,Medium,
665E,Beautiful Subarrays,Heaps binary search trees segment trees hash tables etc|Divide and Conquer,data structures|divide and conquer,482,0.857,Hard,
665D,Simple Subset,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,988,0.433,Medium,
665C,Simple Strings,Dynamic programming|Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|greedy|strings,2286,0.706,Medium,
665B,Shopping,Brute force,brute force,1630,0.298,Easy,
665A,Buses Between Cities,Implementation problems programming technics simulation,implementation,1269,0.0,Easy,
664A,Complicated GCD,Mathematics including integration differential equations etc,math,4747,0.366,Easy,
663A,Rebus,Constructive algorithms|Parsing expression grammar|Greedy algorithms|Mathematics including integration differential equations etc,constructive algorithms|expression parsing|greedy|math,1884,0.713,Medium,
662E,To Hack or not to Hack,Brute force|Dynamic programming|Greedy algorithms,brute force|dp|greedy,51,0.706,Medium,
662D,International Olympiad,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|greedy|implementation|math,1079,0.433,Medium,
662C,Binary Table,Bitmasks|Brute force|Divide and Conquer|Dynamic programming|Fast Fourier transform|Mathematics including integration differential equations etc,bitmasks|brute force|divide and conquer|dp|fft|math,245,0.926,Hard,
662B,Graph Coloring,Dfs and similar,dfs and similar,699,0.645,Medium,
662A,Gambling Nim,Bitmasks|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations|Probabilities expected values statistics random variables etc,bitmasks|math|matrices|probabilities,88,0.861,Hard,
661H,Rotate Matrix,,,28,0.938,Hard,
661G,Hungarian Notation,,,28,0.938,Hard,
661F,Primes in Interval,,,65,0.938,Hard,
661E,Divisibility Check,,,51,0.938,Hard,
661D,Maximal Difference,,,82,0.938,Hard,
661C,Array Sum,,,93,0.938,Hard,
661B,Seasons,,,179,0.938,Hard,
661A,Lazy Caterer Sequence,,,438,0.938,Hard,
660F,Bear and Bowling 4,Binary search|Heaps binary search trees segment trees hash tables etc|Geometry computational geometry|Ternary search,binary search|data structures|geometry|ternary search,190,0.781,Hard,
660E,Different Subsets For All Tuples,Combinatorics,combinatorics,265,0.687,Medium,
660D,Number of Parallelograms,Geometry computational geometry,geometry,1190,0.781,Hard,
660C,Hard Process,Binary search|Dynamic programming|Two pointers,binary search|dp|two pointers,2016,0.706,Medium,
660B,Seating On Bus,Implementation problems programming technics simulation,implementation,2643,0.0,Easy,
660A,Co-prime Array,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2880,0.353,Easy,
659G,Fence Divercity,Combinatorics|Dynamic programming,combinatorics|dp,498,0.706,Medium,
659F,Polycarp and Hay,Dfs and similar|Disjoint set union|Graphs|Sortings orderings,dfs and similar|dsu|graphs|sortings,939,0.705,Medium,
659E,New Reform,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Graphs|Greedy algorithms,data structures|dfs and similar|dsu|graphs|greedy,2650,0.739,Hard,
659D,Bicycle Race,Geometry computational geometry|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,geometry|implementation|math,3207,0.781,Hard,
659C,Tanya and Toys,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,5005,0.353,Easy,
659B,Qualifying Contest,Sortings orderings,sortings,3844,0.275,Easy,
659A,Round House,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6979,0.366,Easy,
658A,Bear and Reverse Radewoosh,Implementation problems programming technics simulation,implementation,3147,0.0,Easy,
656G,You're a Professional,,,335,0.938,Hard,
656F,Ace It!,,,279,0.938,Hard,
656E,Out of Controls,,,480,0.938,Hard,
656D,Rosetta Problem,,,272,0.938,Hard,
656C,Without Text,,,382,0.938,Hard,
656B,Scrambled,Implementation problems programming technics simulation,implementation,1147,0.0,Easy,
656A,Da Vinci Powers,,,1650,0.938,Hard,
653G,Move by Prime,Combinatorics,combinatorics,101,0.687,Medium,
653F,Paper task,Heaps binary search trees segment trees hash tables etc|Suffix arrays suffix trees suffix automatas etc,data structures|string suffix structures,250,0.825,Hard,
653E,Bear and Forgotten Tree 2,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,481,0.705,Medium,
653D,Delivery Bears,Binary search|Graph network flows,binary search|flows,794,0.877,Hard,
653C,Bear and Up-Down,Brute force|Implementation problems programming technics simulation,brute force|implementation,1124,0.298,Easy,
653B,Bear and Compressing,Brute force|Dfs and similar|Dynamic programming|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|dfs and similar|dp|strings,2518,0.706,Medium,
653A,Bear and Three Balls,Brute force|Implementation problems programming technics simulation|Sortings orderings,brute force|implementation|sortings,3896,0.298,Easy,
652F,Ants on a Circle,Constructive algorithms|Mathematics including integration differential equations etc,constructive algorithms|math,77,0.433,Medium,
652E,Pursuit For Artifacts,Dfs and similar|Disjoint set union|Graphs|Trees,dfs and similar|dsu|graphs|trees,347,0.756,Hard,
652D,Nested Segments,Heaps binary search trees segment trees hash tables etc|Sortings orderings,data structures|sortings,1018,0.739,Hard,
652C,Foe Pairs,Two pointers,two pointers,1114,0.528,Medium,
652B,z-sort,Sortings orderings,sortings,2934,0.275,Easy,
652A,Gabriel and Caterpillar,Implementation problems programming technics simulation,implementation,2134,0.0,Easy,
651B,Beautiful Paintings,Greedy algorithms|Sortings orderings,greedy|sortings,5119,0.353,Easy,
651A,Joysticks,Dynamic programming|Greedy algorithms,dp|greedy,6582,0.706,Medium,
650E,Clockwork Bomb,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Trees,data structures|dfs and similar|dsu|trees,166,0.756,Hard,
650D,Zip-line,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,406,0.739,Hard,
650C,Table Compression,Dfs and similar|Dynamic programming|Disjoint set union|Graphs|Greedy algorithms,dfs and similar|dp|dsu|graphs|greedy,1015,0.706,Medium,
650B,Image Preview,Binary search|Dynamic programming|Two pointers,binary search|dp|two pointers,1938,0.706,Medium,
650A,Watchmen,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc,data structures|math,4805,0.739,Hard,
645G,Armistice Area Apportionment,Binary search|Geometry computational geometry,binary search|geometry,36,0.781,Hard,
645F,Cowslip Collections,Combinatorics|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,combinatorics|math|number theory,260,0.687,Medium,
645E,Intellectual Inquiry,Dynamic programming|Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|greedy|strings,694,0.706,Medium,
645D,Robot Rapping Results Report,Binary search|Dynamic programming|Graphs,binary search|dp|graphs,1242,0.706,Medium,
645C,Enduring Exodus,Binary search|Two pointers,binary search|two pointers,1637,0.582,Medium,
645B,Mischievous Mess Makers,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,2087,0.366,Easy,
645A,Amity Assessment,Brute force|Constructive algorithms|Implementation problems programming technics simulation,brute force|constructive algorithms|implementation,2142,0.433,Medium,
644C,Hostname Aliases,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,binary search|data structures|sortings|strings,744,0.739,Hard,
644B,Processing Queries,Heaps binary search trees segment trees hash tables etc|Two pointers,data structures|two pointers,1754,0.739,Hard,
644A,Parliament of Berland,Constructive algorithms,constructive algorithms,3368,0.433,Medium,
643G,Choosing Ads,,,25,0.938,Hard,
643F,Bears and Juice,Mathematics including integration differential equations etc,math,71,0.366,Easy,
643E,Bear and Destroying Subtrees,Dynamic programming|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc|Trees,dp|math|probabilities|trees,195,0.802,Hard,
643D,Bearish Fanpages,,,73,0.938,Hard,
643C,Levels and Regions,Dynamic programming,dp,456,0.706,Medium,
643B,Bear and Two Paths,Constructive algorithms,constructive algorithms,2031,0.433,Medium,
643A,Bear and Colors,Implementation problems programming technics simulation,implementation,2664,0.0,Easy,
641G,Little Artem and Graph,,,26,0.938,Hard,
641F,Little Artem and 2-SAT,,,61,0.938,Hard,
641E,Little Artem and Time Machine,Heaps binary search trees segment trees hash tables etc,data structures,1155,0.739,Hard,
641D,Little Artem and Random Variable,Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|implementation|math|probabilities,525,0.802,Hard,
641C,Little Artem and Dance,Brute force|Constructive algorithms|Implementation problems programming technics simulation,brute force|constructive algorithms|implementation,1844,0.433,Medium,
